Site,Sampling Date,Day.Night,Time point,Pool ID,Sampling Time,Salinity,Temp in the pool,DO (mg/L),TA (uE/kg),NN (umol/L),PO (umol/L),NH4 (umol/L),Wind Speen (m/2),pH,TA normalized to salinity and nutrients (umol/kg),CO2 (umol/kg),fCO2 (uatm),pCO2 (uatm),HCO3 (umol/kg),CO3 (umol/kg),DIC (umol/kg),OmegaAragonite,OmegaCalcite,Fugosity of CO2 (mmol m-2 hr-1),DIC Normalized to Salinity (umol kg),PAR (umol photos m-2 s-1)
BobCreek,8/10/2016,Night,1,2,22:51:00,36.4,12,2.57,2201.558218,8.4,1.54,10.794,2.6,7.32411911,2225.156487,93.21850309,2285.074291,2293.701564,2122.864873,30.57458032,2246.657956,0.461574033,0.721802466,1.423854252,2271.620822,0
BobCreek,8/10/2016,Night,1,3,22:53:00,36.4,11.1,1.14,2172.084218,15.6,2.24,17.866,2.6,7.267828728,2196.192198,107.6037815,2562.562039,2572.352877,2104.754206,25.70932075,2238.067308,0.387533986,0.607027732,1.681263238,2262.934723,0
BobCreek,8/10/2016,Night,1,4,22:56:00,36.6,10.9,1.81,2190.210218,10.4,1.51,21.217,2.6,7.288287455,2217.251604,103.7781546,2458.297475,2467.713191,2120.205884,27.05516912,2251.039207,0.407241991,0.637995773,1.608844258,2288.556527,0
BobCreek,8/10/2016,Night,1,5,23:00:00,36.7,11.4,0.66,2205.727218,7.46,1.59,21.637,2.6,7.216594213,2235.784611,122.1611925,2942.590398,2953.794397,2144.284335,23.70898253,2290.15451,0.356955922,0.558656294,1.954076571,2334.685292,0
BobCreek,8/10/2016,Night,1,6,23:04:00,36.5,10.8,0.79,2185.804218,10.9,1.58,28.01,2.6,7.228299276,2200.416915,119.798677,2826.964552,2837.810693,2124.83302,23.47183361,2268.103531,0.353446055,0.553872233,1.904074053,2299.604969,0
BobCreek,8/10/2016,Night,1,7,23:07:00,36.7,11.5,0.57,2210.025218,7.38,1.66,13.965,2.6,7.20597073,2247.977166,125.1849295,3025.13802,3036.642509,2149.629546,23.28449782,2298.098973,0.350622372,0.54864313,2.010991815,2342.784231,0
BobCreek,8/10/2016,Night,1,8,23:10:00,36.7,11.7,2.02,2235.928218,5.06,1.36,3.254,2.6,7.254048022,2282.632161,112.4618384,2735.169613,2745.541296,2168.003961,26.43812198,2306.903921,0.398242921,0.622927593,1.777526963,2351.760386,0
BobCreek,8/10/2016,Night,1,9,23:13:00,36.7,13.9,2.31,1970.042218,0,1.14,8.375,2.6,7.316588819,2000.972913,80.6224213,2101.108602,2108.848857,1893.942903,29.05081877,2003.616143,0.439435279,0.684393632,1.208546003,2042.575346,0
BobCreek,8/10/2016,Night,1,10,23:17:00,36.5,12,0.67,2141.878218,6.57,1.46,12.167,2.6,7.174340932,2167.432068,129.2498226,3170.117746,3182.098083,2086.352544,21.3309763,2236.933343,0.321845388,0.503244367,2.090639721,2268.001861,0
BobCreek,8/10/2016,Night,1,11,23:21:00,36.5,11.5,0.75,2172.631218,12.1,2.66,20.659,2.6,7.132336889,2196.825721,146.5682936,3537.833046,3551.294817,2121.25702,19.30826778,2287.133581,0.291075963,0.455557418,2.40626764,2318.899326,0
BobCreek,8/10/2016,Night,1,12,23:22:00,36.6,12.5,0.7,2394.487718,1.88,5.42,15.865,2.6,7.31361555,2425.688096,102.3556567,2552.066024,2561.642378,2306.797239,33.21367653,2442.366572,0.501301778,0.783017335,1.597923513,2483.072682,0
BobCreek,8/10/2016,Night,1,13,23:25:00,36.6,12.2,0.64,2183.210218,5.39,1.39,13.46,2.6,7.253863071,2212.805721,108.5114585,2679.972996,2690.069567,2115.511618,26.23635003,2250.259426,0.395774408,0.618543738,1.709015716,2287.76375,0
BobCreek,8/10/2016,Night,1,14,23:27:00,36.6,12.5,0.68,2153.819218,6.76,2.02,23.738,2.6,7.221025462,2174.508904,114.7863198,2862.003686,2872.746697,2090.247042,24.3172835,2229.350645,0.36702644,0.573283554,1.827897217,2266.506489,0
BobCreek,8/10/2016,Night,1,15,23:30:00,36.7,13.7,0.82,2262.105218,1.86,1.83,11.925,2.6,7.248741191,2297.695472,109.4589103,2835.063103,2845.542358,2188.93724,28.49850215,2326.894652,0.430899441,0.671376243,1.740266571,2372.139826,0
BobCreek,8/10/2016,Night,1,Ocean,23:35:00,36.4,9.9,8.74,2205.320218,8.45,1.21,1.607,2.6,7.733949961,2237.966253,36.56009744,837.1684431,840.4110581,2028.833093,69.15295533,2134.546146,1.040532451,1.633292394,0.354490751,2158.263325,0
BobCreek,8/10/2016,Night,2,1,23:48:00,37.1,14.3,2.35,2201.838218,1.19,1.25,1.696,3,7.445566269,2269.883341,65.27072206,1725.920802,1732.243918,2089.141721,44.182429,2198.594872,0.667257093,1.037968622,1.236315492,2265.77416,0
BobCreek,8/10/2016,Night,2,2,23:52:00,36,12,1.34,2233.897218,6.9,1.67,12.926,3,7.237570518,2229.541218,116.5703186,2851.000088,2861.770675,2168.571819,25.36230282,2310.504441,0.383728169,0.600338535,2.469939742,2310.504441,0
BobCreek,8/10/2016,Night,2,3,23:55:00,36.5,11.3,0.82,2211.207218,14.5,2.16,21.788,3,7.203224958,2236.719207,126.8977891,3043.373176,3054.977146,2151.401815,22.87528075,2301.174885,0.344735543,0.539736743,2.716487092,2333.135647,0
BobCreek,8/10/2016,Night,2,4,23:56:00,36.6,10.9,0.91,2176.029218,14.1,1.92,24.467,3,7.245053798,2203.708588,114.2134089,2705.487835,2715.853123,2112.299655,24.40023945,2250.913304,0.367279246,0.575389108,2.399001567,2288.428525,0
BobCreek,8/10/2016,Night,2,5,23:58:00,36.6,11.6,0.71,2235.442218,4.27,1.53,21.345,3,7.203256753,2256.895504,127.2251589,3082.567097,3094.275616,2174.921095,23.45144463,2325.597698,0.35339558,0.552934591,2.728666729,2364.35766,0
BobCreek,8/11/2016,Night,2,6,0:02:00,36.7,10.8,0.5,2203.876218,15.6,1.87,29.886,3,7.222629205,2234.071944,122.2182797,2887.368587,2898.447206,2142.70978,23.46577399,2288.393834,0.352962116,0.553003755,2.595088229,2332.89038,0
BobCreek,8/11/2016,Night,2,7,0:03:00,36.7,11.6,0.48,2243.415218,5.71,1.63,14.663,3,7.208115044,2279.571788,126.119299,3057.516925,3069.129978,2181.832601,23.8431915,2331.795091,0.359094756,0.561796702,2.701658258,2377.135551,0
BobCreek,8/11/2016,Night,2,8,0:08:00,36.6,11.8,1.07,2252.881218,4.93,1.35,4.618,3,7.224766855,2292.118938,121.2423604,2956.482453,2967.681621,2188.75479,24.99319017,2334.990341,0.37675645,0.589266421,2.583855729,2373.906847,0
BobCreek,8/11/2016,Night,2,9,0:10:00,38.8,13.7,1.36,1964.343218,1.74,1.47,7.776,3,7.276629092,2112.204334,87.48067947,2292.795861,2301.265668,1891.397357,27.47078648,2006.348823,0.409694098,0.637499033,1.780072029,2162.398176,0
BobCreek,8/11/2016,Night,2,10,0:19:00,36.5,12.1,0.59,2165.753218,11.1,1.77,15.571,3,7.132589028,2193.094609,143.8358069,3539.11651,3552.479539,2114.204997,19.71104416,2277.751848,0.297456506,0.465021282,3.143926916,2309.387291,0
BobCreek,8/11/2016,Night,2,11,0:21:00,36.5,11.5,0.78,2176.306218,15.6,2.44,23.434,3,7.127000606,2201.063776,148.6880894,3589.000208,3602.657436,2125.656859,19.1120334,2293.456982,0.288117691,0.450927483,3.255826074,2325.310551,0
BobCreek,8/11/2016,Night,2,12,0:23:00,36.5,12.5,0.53,2491.928218,1.48,3.54,15.373,3,7.279488013,2516.04154,115.7474842,2884.330831,2895.157916,2409.729024,32.00275609,2557.479264,0.483302425,0.754979373,2.457041752,2592.999809,0
BobCreek,8/11/2016,Night,2,13,0:32:00,36.6,12.2,0.64,2204.480218,9.2,1.87,12.696,3,7.214819816,2239.568454,120.1734286,2967.995711,2979.180909,2141.435562,24.27447004,2285.883461,0.366179518,0.572290788,2.562565648,2323.981519,0
BobCreek,8/11/2016,Night,2,14,0:34:00,36.6,12.6,0.73,2178.257218,8.63,2.19,26.014,3,7.204242174,2199.114271,120.4867304,3013.62753,3024.92705,2116.059991,23.7765893,2260.32331,0.358932601,0.560532355,2.575223309,2297.995365,0
BobCreek,8/11/2016,Night,2,15,0:36:00,36.8,13.4,0.77,2288.413218,1.39,2.76,14.811,3,7.235471135,2328.368933,115.0176822,2953.127742,2964.086767,2216.406451,27.72590957,2359.150043,0.418710103,0.652721104,2.450547398,2411.575599,0
BobCreek,8/11/2016,Night,2,Ocean,0:40:00,36.1,9.7,8.61,2301.897218,17,1.91,4.405,3,7.726599763,2322.836668,39.21411394,890.4765123,893.9347863,2123.895253,70.14967609,2233.259043,1.056905405,1.66010232,0.5337496,2239.46254,0
BobCreek,8/11/2016,Night,3,1,0:49:00,37,14.2,1.9,2200.21425,0.793,1.2,2.346,1.8,7.372649592,2260.968507,78.01741017,2055.514226,2063.057204,2104.700892,37.4051799,2220.123482,0.565135279,0.879370711,0.557607675,2281.793579,0
BobCreek,8/11/2016,Night,3,2,0:51:00,36.5,11.9,0.84,2202.14625,10.3,1.83,14.868,1.8,7.194986786,2229.955587,126.8886011,3102.296022,3114.03428,2142.643979,22.88372436,2292.416304,0.34521276,0.539883847,0.980630088,2324.255419,0
BobCreek,8/11/2016,Night,3,3,0:55:00,36.6,11.3,0.63,2275.39725,20.4,2.7,23.152,1.8,7.210252874,2313.267671,128.3235738,3079.326861,3091.068377,2212.662754,23.96342343,2364.949751,0.360932154,0.565037877,0.990662904,2404.365581,0
BobCreek,8/11/2016,Night,3,4,0:58:00,36.6,11,0.6,2213.83725,19.4,2.2,24.783,1.8,7.234140015,2247.498488,118.9260601,2826.274759,2837.09024,2150.29206,24.31769648,2293.535816,0.366093529,0.573428951,0.905909417,2331.761413,0
BobCreek,8/11/2016,Night,3,5,0:59:00,36.6,11.7,0.49,2252.61425,5.29,2.48,27.105,1.8,7.21745975,2270.500571,123.6032894,3004.425671,3015.821716,2188.696615,24.47987814,2336.779782,0.368955577,0.577173138,0.950664371,2375.726112,0
BobCreek,8/11/2016,Night,3,6,1:02:00,36.7,10.8,0.46,2217.23725,17.4,2.26,31.961,1.8,7.249724466,2247.81001,115.3064806,2724.079495,2734.52973,2151.672469,25.08089071,2292.05984,0.37725601,0.591066237,0.872938927,2336.62767,0
BobCreek,8/11/2016,Night,3,7,1:04:00,36.6,11.8,0.43,2236.49325,6.14,1.56,12.126,1.8,7.208281847,2269.268371,125.1307809,3051.301187,3062.860726,2174.81277,23.90900215,2323.852553,0.360413005,0.563704434,0.964668376,2362.583429,0
BobCreek,8/11/2016,Night,3,8,1:10:00,36.6,12,0.72,2277.90725,5.44,1.35,2.36,1.8,7.204771844,2320.376204,127.8742216,3138.164307,3150.023473,2215.567791,24.35004738,2367.79206,0.367189064,0.574086615,0.98990664,2407.255261,0
BobCreek,8/11/2016,Night,3,9,1:12:00,38.8,13.6,1.23,2023.38225,0,1.78,10.119,1.8,7.200802184,2171.768836,108.2137274,2827.447628,2837.912009,1960.119785,23.81580536,2092.149317,0.355119955,0.552693172,0.824245009,2254.872042,0
BobCreek,8/11/2016,Night,3,10,1:16:00,36.5,12.1,0.46,2202.75925,10.3,1.81,15.308,1.8,7.141728572,2230.110712,143.1876576,3523.16863,3536.471211,2149.43942,20.4657323,2313.092809,0.308845395,0.482825821,1.126066327,2345.219098,0
BobCreek,8/11/2016,Night,3,11,1:20:00,36.5,11.6,0.58,2192.26225,14.6,1.87,21.77,1.8,7.097645761,2217.336726,160.1199115,3877.368635,3892.108815,2144.823034,18.09446513,2323.03741,0.272823495,0.426911988,1.273932827,2355.301819,0
BobCreek,8/11/2016,Night,3,12,1:23:00,36.6,12.4,0.54,2572.56825,1.09,6.33,14.97,1.8,7.248305246,2607.768554,128.7940283,3201.128413,3213.164299,2491.245373,30.7415321,2650.780933,0.463903454,0.724742412,0.999857803,2694.960616,0
BobCreek,8/11/2016,Night,3,13,1:26:00,36.5,12.3,0.57,2231.39725,7.93,1.63,10.951,1.8,7.211260366,2260.978559,122.4744776,3032.711253,3044.126464,2168.401402,24.42046719,2315.296347,0.368659103,0.576114125,0.943294426,2347.45324,0
BobCreek,8/11/2016,Night,3,14,1:28:00,36.6,12.6,0.64,2203.95725,9.25,2.22,23.123,1.8,7.207248182,2228.842654,121.0520822,3027.768171,3039.120888,2140.755305,24.22114211,2286.028529,0.365643593,0.571012674,0.932093417,2324.129005,0
BobCreek,8/11/2016,Night,3,15,1:30:00,36.6,13.4,0.67,2315.22525,0.686,1.8,11.7,1.8,7.215071683,2344.444771,122.3833034,3138.695977,3150.346021,2246.920207,26.69990347,2396.003414,0.403694261,0.62943474,0.947350675,2435.936804,0
BobCreek,8/11/2016,Night,3,Ocean,1:35:00,36.4,9.7,8.65,2259.50025,11.1,1.03,1.671,1.8,7.738868341,2295.181019,37.23541977,847.0073943,850.2966953,2079.104983,71.11156271,2187.451966,1.069714783,1.679662378,0.174871214,2211.756988,0
BobCreek,8/11/2016,Night,4,1,1:49:00,37.1,14,1.2,2193.91225,0.0347,0.913,0.463,0,7.336624409,2261.447968,85.18366142,2231.842705,2240.055266,2106.502595,34.26709856,2225.953355,0.51718317,0.805023218,0,2293.968596,0
BobCreek,8/11/2016,Night,4,2,1:52:00,36.4,12.2,0.73,2245.83725,8.15,1.47,13.784,0,7.192231998,2266.580731,129.3884988,3191.953581,3203.985735,2185.623419,23.41576684,2338.427685,0.353627269,0.552786953,0,2364.410215,0
BobCreek,8/11/2016,Night,4,3,1:56:00,36.5,11.5,0.67,2328.33225,14.8,2.33,28.719,0,7.188933729,2348.92024,137.524691,3319.540567,3332.168712,2267.413762,23.51135388,2428.449807,0.354438319,0.554724628,0,2462.178276,0
BobCreek,8/11/2016,Night,4,4,1:57:00,36.6,11.2,0.57,2234.37425,15.8,1.84,32.867,0,7.215338203,2256.133038,124.8600032,2986.559103,2997.960453,2172.83917,23.71639918,2321.415572,0.357154047,0.55922491,0,2360.105831,0
BobCreek,8/11/2016,Night,4,5,1:59:00,36.4,11.8,0.45,2281.95325,2.83,2.56,28.283,0,7.189469966,2284.160919,133.6507979,3255.34824,3267.683538,2221.203318,23.28049063,2378.134607,0.351333805,0.549617093,0,2404.558325,0
BobCreek,8/11/2016,Night,4,6,2:04:00,36.6,11,0.26,2224.90625,15.6,2.88,32.158,0,7.260687259,2248.082054,112.207073,2666.598205,2676.800867,2156.690858,25.92746899,2294.8254,0.390328032,0.611388557,0,2333.07249,0
BobCreek,8/11/2016,Night,4,7,2:05:00,36.7,11.8,0.36,2275.23725,4.19,1.77,14.5,0,7.174719274,2310.771919,137.6979843,3359.665333,3372.397364,2216.837263,22.60837721,2377.143625,0.340612434,0.532683157,0,2423.365862,0
BobCreek,8/11/2016,Night,4,8,2:08:00,36.7,12,0.39,2325.34425,4.39,1.48,5.647,0,7.15541559,2370.786613,146.5674079,3598.962495,3612.569871,2268.267536,22.30033385,2437.135278,0.336087481,0.525408966,0,2484.52402,0
BobCreek,8/11/2016,Night,4,9,2:11:00,39.1,13.5,1.08,2034.41125,0,1.4,8.344,0,7.147975519,2202.054708,123.4007197,3219.748083,3231.684763,1977.972219,21.33131039,2122.704249,0.317331828,0.493947787,0,2305.49267,0
BobCreek,8/11/2016,Night,4,10,2:15:00,36.4,12.2,0.51,2198.67525,7.57,1.88,16.228,0,7.119509983,2216.251664,150.3297537,3708.564516,3722.551945,2147.84329,19.4631722,2317.636216,0.293934786,0.459476204,0,2343.387729,0
BobCreek,8/11/2016,Night,4,11,2:19:00,36.3,11.7,0.31,2198.79725,12.5,2.07,23.92,0,7.109389003,2207.692644,156.0555324,3786.758928,3801.134692,2149.893189,18.62432905,2324.573051,0.281172992,0.439988861,0,2343.944493,0
BobCreek,8/11/2016,Night,4,12,2:22:00,36.6,12.5,0.42,2613.393,1.35,5.29,15.557,0,7.25624113,2647.883933,128.1342708,3194.812377,3206.809015,2530.395782,31.92431324,2690.454366,0.481841117,0.752620405,0,2735.295272,0
BobCreek,8/11/2016,Night,4,13,2:24:00,36.6,12.4,0.49,2241.229,4.68,1.26,10.729,0,7.209851521,2273.714,123.03427,3057.971729,3069.467559,2178.17691,24.60075456,2325.811934,0.371236378,0.579971425,0,2364.575467,0
BobCreek,8/11/2016,Night,4,14,2:27:00,36.6,12.7,0.65,2214.486,7.46,2.18,30.873,0,7.202073213,2229.807217,122.8216009,3081.718899,3093.25977,2151.578419,24.14884893,2298.548869,0.364621022,0.569304634,0,2336.858016,0
BobCreek,8/11/2016,Night,4,15,2:29:00,36.7,13.5,0.55,2354.291,0,1.97,12.83,0,7.209357165,2388.997714,125.7327533,3236.45488,3248.453718,2285.376462,26.96523236,2438.074448,0.407548109,0.635252354,0,2485.481451,0
BobCreek,8/11/2016,Night,4,Ocean,2:34:00,36.3,9.5,8.46,2421.111,14.4,1.42,1.391,0,7.696916421,2455.836167,44.60253849,1007.292373,1011.215006,2247.836031,69.10173508,2361.540304,1.03975703,1.633340421,0,2381.219807,0
BobCreek,8/11/2016,Night,5,1,2:48:00,37,13.9,1.21,2254.226,0,1.02,0.078,0,7.311184107,2317.811556,93.34008292,2436.657538,2445.637244,2170.170939,33.09352161,2296.604544,0.499675514,0.777999575,0,2360.399114,0
BobCreek,8/11/2016,Night,5,2,2:52:00,36.6,11.9,0.82,2189.609,8.88,1.84,16.801,0,7.180961519,2219.920133,130.3088692,3187.733291,3199.795947,2132.0113,22.0953938,2284.415563,0.333131563,0.52093715,0,2322.489156,0
BobCreek,8/11/2016,Night,5,3,2:55:00,36.5,11.4,0.76,2363.238,18.2,2.8,25.989,0,7.166719285,2391.002458,147.4648693,3548.044088,3561.562285,2304.296071,22.61384976,2474.37479,0.340851652,0.533558401,0,2508.741106,0
BobCreek,8/11/2016,Night,5,4,2:57:00,36.5,11.1,0.71,2259.096,17.6,2.06,29.62,0,7.203326732,2280.374,130.316159,3105.228656,3117.099888,2198.800461,23.20257058,2352.319191,0.349555194,0.547481126,0,2384.990291,0
BobCreek,8/11/2016,Night,5,5,3:00:00,36.6,11.7,0.47,2352.274,0.873,2.62,26.572,0,7.152419238,2368.014917,150.5296154,3658.923988,3672.812514,2294.758444,22.09633011,2467.38439,0.333031243,0.52097515,0,2508.507463,0
BobCreek,8/11/2016,Night,5,6,3:03:00,36.6,11,0.44,2265.375,9.49,2.42,32.847,0,7.248078121,2281.8453,117.7515126,2798.361668,2809.070007,2198.492663,25.67367912,2341.917855,0.386507324,0.605404007,0,2380.949819,0
BobCreek,8/11/2016,Night,5,7,3:05:00,36.6,11.8,0.55,2307.798,3.38,2.31,15.351,0,7.180116804,2336.439283,137.988797,3364.842582,3377.594304,2247.69047,23.15853259,2408.837799,0.349100154,0.546010554,0,2448.985096,0
BobCreek,8/11/2016,Night,5,8,3:09:00,36.6,12,0.61,2383.48,3.76,1.92,8.864,0,7.156635675,2419.9676,149.9102701,3678.951497,3692.86252,2324.862421,22.87051036,2497.643201,0.344878232,0.539204449,0,2539.270588,0
BobCreek,8/11/2016,Night,5,9,3:12:00,38.9,13.2,0.8,2064.576,0,1.21,6.762,0,7.137408448,2224.889822,129.5641401,3345.451758,3357.903875,2009.827514,20.82255711,2160.214211,0.310048233,0.482924617,0,2334.231467,0
BobCreek,8/11/2016,Night,5,10,3:16:00,36.4,12.1,0.62,2230.339,6.66,1.95,17.494,0,7.087183417,2246.137833,164.9711819,4056.848891,4072.17544,2182.563376,18.28776894,2365.822327,0.276133698,0.431731891,0,2392.109242,0
BobCreek,8/11/2016,Night,5,11,3:19:00,36.4,11.7,0.53,2232.795,11.8,2.45,25.383,0,7.120238946,2246.347133,154.3407556,3747.285298,3761.510596,2181.656009,19.4207177,2355.417483,0.29303389,0.458499818,0,2381.588788,0
BobCreek,8/11/2016,Night,5,12,3:22:00,36.6,12.2,0.59,2694.93,1.91,6.79,14.251,0,7.2666351,2734.201983,129.8725815,3207.541543,3219.632663,2607.530015,33.30345933,2770.706056,0.502381501,0.785156708,0,2816.88449,0
BobCreek,8/11/2016,Night,5,13,3:25:00,36.6,12.3,0.57,2262.086,4.94,1.74,11.57,0,7.211600439,2294.815933,123.9658023,3071.384484,3082.945751,2198.110095,24.8293083,2346.905205,0.374616917,0.585365309,0,2386.020292,0
BobCreek,8/11/2016,Night,5,14,3:29:00,36.6,12.5,0.7,2241.842,5.82,2.31,29.065,0,7.216771352,2257.922117,120.7053173,3009.583928,3020.882733,2176.605776,25.07512503,2322.386218,0.378464719,0.59114978,0,2361.092655,0
BobCreek,8/11/2016,Night,5,15,3:31:00,36.9,13.1,0.51,2422.41,0,2.33,16.544,0,7.196569111,2468.4009,134.4939225,3422.991903,3435.750041,2354.174197,26.67358377,2515.341704,0.402338353,0.627520071,0,2578.225246,0
BobCreek,8/11/2016,Night,5,Ocean,3:35:00,36.5,9.2,9.09,2425.571,13.7,1.47,1.106,0,7.749534453,2473.518819,39.49618248,884.1121723,887.5681314,2232.693122,76.90600748,2349.095312,1.155528107,1.815707159,0,2381.721636,0
CDM,9/16/2016,Day,0,1,13:15:00,34.6,21.2,8.96,2165.642,0,0.42,1.183908,0.3,8.198255527,2080.688388,7.645277577,243.2718116,244.0876799,1584.432211,232.8581765,1824.935665,3.645331865,5.594729581,-0.001202347,1753.965945,23.30356101
CDM,9/16/2016,Day,0,2,13:10:00,34.8,20.1,9.18,2151.278,0.625,0.403,1.298851,0.3,8.224373512,2079.306911,7.254291614,224.2240735,224.9863861,1562.539116,235.1212191,1804.914627,3.661266,5.63373418,-0.001389417,1744.750806,35.2478335
CDM,9/16/2016,Day,0,3,13:22:00,34.9,19.6,10.11,2159.587,0.39,0.404,1.643678,0.3,8.279939628,2092.775904,6.268377524,191.1819243,191.8359379,1519.358594,255.58159,1781.208562,3.970450429,6.116414171,-0.001674797,1726.782745,21.34071184
CDM,9/16/2016,Day,0,4,13:23:00,34.9,21.4,10.26,2162.015,0.377,0.431,1.701149,0.3,8.217892379,2095.087572,7.126070107,228.3475488,229.1114577,1555.396255,242.6278207,1805.150146,3.794427285,5.817485239,-0.001308623,1749.99278,19.96718974
CDM,9/16/2016,Day,0,5,13:25:00,34.9,20.4,8.86,2185.462,0,0.4,0.954023,0.3,8.209509062,2118.1469,7.620866528,237.6393263,238.444251,1597.706146,235.4927103,1840.819722,3.668922019,5.640158058,-0.001271325,1784.572453,19.53870749
CDM,9/16/2016,Day,0,6,13:26:00,35,21.6,9.39,2148.672,0.467,0.424,1.241379,0.3,8.216381227,2088.64602,7.056018449,227.4462092,228.2052213,1542.382092,242.1114855,1791.549596,3.78700098,5.80199626,-0.001307793,1741.78433,159.0927486
CDM,9/16/2016,Day,0,8,13:32:00,35.1,23.4,12.03,2060.225,0.479,0.396,3.655172,0.3,8.255637969,2006.008707,5.660233635,191.4522815,192.0771365,1405.992035,258.8634816,1670.51575,4.076452881,6.212886684,-0.001508426,1628.752856,207.2490523
CDM,9/16/2016,Day,0,9,13:34:00,35.2,23.1,13.29,2099.951,0.488,0.386,2.275862,0.3,8.333862348,2051.914713,4.576175188,153.6597471,154.1630862,1353.965239,295.8644964,1654.40591,4.650205439,7.092352821,-0.001796543,1617.641335,216.8341997
CDM,9/16/2016,Day,0,10,13:39:00,35.2,21.8,12.06,2156.483,0.345,0.387,2.505747,0.3,8.362155658,2106.826825,4.502089166,146.0589995,146.5451649,1384.553343,307.7015042,1696.756936,4.810743642,7.364100698,-0.001917054,1659.051227,67.01212582
CDM,9/16/2016,Day,0,11,13:42:00,35.2,22.1,10.27,2159.234,0.137,0.417,2.045977,0.3,8.291785216,2109.7922,5.548622526,181.459527,182.0613155,1460.126257,279.053488,1744.728368,4.368038716,6.680865033,-0.001635263,1705.956626,185.0440487
CDM,9/16/2016,Day,0,12,13:46:00,35.4,23.4,13.05,2092.351,0.44,0.434,1.816092,0.3,8.401144552,2056.552093,3.630908524,123.0065343,123.407967,1263.864203,327.5404143,1595.035526,5.147878794,7.842213033,-0.002003433,1568.4516,320.2044013
CDM,9/16/2016,Day,0,13,13:47:00,35,22.9,11.55,2085.916,0.494,0.414,1.758621,0.3,8.348752587,2027.146896,4.38056616,146.1680567,146.6480304,1333.769768,298.0254241,1636.175758,4.686215348,7.153626095,-0.00186316,1590.726432,43.7625598
CDM,9/16/2016,Day,0,14,13:50:00,35.2,20.5,9.75,2177.332,0.181,0.409,1.356322,0.3,8.363975924,2128.197552,4.727135051,148.0495652,148.5503604,1420.759649,302.0496679,1727.536452,4.699124726,7.21857904,-0.001970107,1689.146753,20.60787414
CDM,9/16/2016,Day,0,15,13:53:00,34.9,21.7,9.44,2175.671,0.178,0.396,1.413793,0.3,8.254876004,2108.378031,6.366545362,205.6637563,206.3492128,1522.576583,261.5282867,1790.471415,4.094824667,6.272895771,-0.001471002,1735.762566,29.98143241
CDM,9/16/2016,Day,0,Ocean,13:55:00,34.9,19.7,9.65,2185.609,0.209,0.407,1.183908,0.3,8.287036619,2118.275948,6.195176696,189.4767029,190.1240742,1529.640033,262.5356883,1798.370898,4.079921065,6.283435096,-0.00168387,1743.420676,NA
CDM,9/16/2016,Day,1,1,14:01:00,35.2,22.7,12.83,2061.164,0.155,0.427,2.16092,1.6,8.350169817,2013.816523,4.318587953,143.4959164,143.9682755,1315.968625,294.172859,1614.460072,4.615926776,7.048110173,-0.053782561,1578.583181,16.07565007
CDM,9/16/2016,Day,1,2,14:02:00,35.1,20.8,9.88,2138.919,0.647,0.467,1.356322,1.6,8.295077534,2085.209761,5.682231112,179.3324239,179.9368029,1465.36236,268.2182898,1739.262881,4.179969636,6.41693339,-0.04866906,1695.781309,13.32790503
CDM,9/16/2016,Day,1,3,14:05:00,35.1,20.8,12.13,2132.911,1.21,0.497,2.563218,1.6,8.339177347,2078.753412,4.950458642,156.2375289,156.7640606,1413.09509,286.2955233,1704.341072,4.461689003,6.849418449,-0.053793932,1661.732545,19.98696125
CDM,9/16/2016,Day,1,4,14:06:00,35,22.4,11.53,2088.441,0.556,0.455,1.988506,1.6,8.247102976,2029.478397,6.092179247,200.6166584,201.2795361,1453.003704,252.194611,1711.290494,3.957366367,6.049569542,-0.042120522,1663.754647,15.77096466
CDM,9/16/2016,Day,1,5,14:09:00,35.3,22.5,9.41,2156.336,0,0.447,1.068966,1.6,8.249807697,2113.797372,6.202483825,205.1168762,205.7937922,1495.154736,263.9057477,1765.262967,4.134965074,6.316332528,-0.040989519,1730.93841,15.60168682
CDM,9/16/2016,Day,1,6,14:11:00,35.4,24.1,9.77,2093.727,0.485,0.475,2.16092,1.6,8.230775934,2057.650645,6.044580881,208.5118514,209.1865825,1441.193448,258.9033651,1706.141394,4.081424562,6.204863549,-0.038609113,1677.705704,82.92083945
CDM,9/16/2016,Day,1,8,14:16:00,35.2,24.9,12.88,1911.115,0.715,0.477,5.551724,1.6,8.27146744,1864.382937,4.7330982,166.4585318,166.9919131,1256.929321,254.2256246,1515.888043,4.027466198,6.110103275,-0.046244056,1482.201642,185.3042476
CDM,9/16/2016,Day,1,9,14:20:00,35.3,25.4,14.52,1992.3575,0.341,0.464,2.16092,1.6,8.394156714,1952.28766,3.291642765,117.290568,117.6640955,1171.677554,320.892592,1495.861788,5.091939999,7.712080173,-0.055304591,1466.775587,188.96003
CDM,9/16/2016,Day,1,10,14:23:00,35.3,24.3,12.66,2081.8735,0.497,0.458,2.62069,1.6,8.391682246,2039.759325,3.615971342,125.3103166,125.7147826,1252.728226,327.6347516,1583.978949,5.172935829,7.860790874,-0.055244115,1553.179358,151.4239446
CDM,9/16/2016,Day,1,11,14:26:00,35.6,24.2,12.09,2141.1165,0.309,0.48,2.103448,1.6,8.311973559,2116.026474,4.792007014,165.9014246,166.4375879,1382.300329,301.8450992,1688.937435,4.754042311,7.223155714,-0.047088597,1670.171464,143.6635818
