Site,Sampling Date,Day.Night,Time point,Pool ID,Sampling Time,Salinity,Temp in the pool,DO (mg/L),TA (uE/kg),NN (umol/L),PO (umol/L),NH4 (umol/L),Wind Speen (m/2),pH,TA normalized to salinity and nutrients (umol/kg),CO2 (umol/kg),fCO2 (uatm),pCO2 (uatm),HCO3 (umol/kg),CO3 (umol/kg),DIC (umol/kg),OmegaAragonite,OmegaCalcite,Fugosity of CO2 (mmol m-2 hr-1),DIC Normalized to Salinity (umol kg),PAR (umol photos m-2 s-1)
Bodega,7/27/2016,Night,0,5,21:58:00,36.5,12.7,3.2,2203.443887,3.92,0.965,9.530488,0,7.543587684,2229.337265,53.96126576,1353.175516,1358.233474,2073.794111,50.98689264,2178.742269,0.770289869,1.202821543,0,2209.002578,0
Bodega,7/27/2016,Night,0,6,22:00:00,36.2,12.7,3.19,2199.945275,3.93,0.805,7.70122,0,7.581785179,2209.184494,49.21016005,1231.935545,1236.539713,2060.54353,54.95108597,2164.704776,0.831589806,1.298962543,0,2176.730914,0
Bodega,7/27/2016,Night,0,7,22:02:00,36.5,12.1,2.31,2138.235349,5.6,1.26,17.88415,0,7.494301204,2156.755799,59.94544797,1474.972951,1480.529597,2026.508674,43.45334152,2129.907464,0.655748069,1.025147547,0,2159.489512,0
Bodega,7/27/2016,Night,0,8,22:04:00,36.5,12.5,2.03,2184.249706,2.29,0.89,9.103659,0,7.491714702,2208.580575,60.99467569,1519.936479,1525.633419,2070.023445,44.81476534,2175.832886,0.676788108,1.057228425,0,2206.052787,0
Bodega,7/27/2016,Night,0,9,22:06:00,36.5,12.3,2.5,2161.925413,2.06,0.734,6.908537,0,7.494348045,2187.780471,60.30361146,1493.237159,1498.848269,2048.920393,44.28198226,2153.505987,0.668494821,1.044675979,0,2183.415793,0
Bodega,7/27/2016,Night,0,10,22:09:00,36.5,12.1,5.41,2219.472624,3.11,0.724,3.859756,0,7.748904578,2250.272519,33.28244579,818.9230199,822.0059162,2022.138342,77.92717801,2133.347965,1.175987732,1.838451374,0,2162.977798,0
Bodega,7/27/2016,Night,0,11,22:15:00,36.5,12.2,3.65,2109.446308,3.45,1.1,11.96951,0,7.59847227,2131.221614,45.75256172,1129.336255,1133.583705,1970.838512,53.92466093,2070.515735,0.813915671,1.272172713,0,2099.272898,0
Bodega,7/27/2016,Night,0,12,22:10:00,36.5,12.3,5.92,2209.752676,4.25,0.922,7.457317,0,7.786253133,2238.126628,29.99039304,742.621681,745.4099157,1995.579384,84.46485974,2110.034637,1.27510826,1.992648151,0,2139.340674,0
Bodega,7/27/2016,Night,0,13,22:12:00,36.5,12.4,5.89,2218.936833,2.75,0.701,4.286585,0,7.870012371,2248.908209,24.26774671,602.8234503,605.0835445,1963.106986,101.1577774,2088.53251,1.527390695,2.386438155,0,2117.539906,0
Bodega,7/27/2016,Night,0,14,22:18:00,36.6,13,4.92,2207.226605,3.73,0.767,7.579268,0,7.771696902,2240.880076,30.44481749,771.1184453,773.9878511,1994.324504,84.06475049,2108.834072,1.270018753,1.981784284,0,2143.981306,0
Bodega,7/27/2016,Night,0,15,21:52:00,36.5,12.4,6.08,2208.084203,3.83,0.82,6.786585,0,7.815897129,2236.585779,27.72273161,688.6470723,691.2291786,1979.8637,90.06900407,2097.655436,1.359960275,2.12484016,0,2126.789539,0
Bodega,7/27/2016,Night,0,Ocean,22:23:00,36.5,11.6,5.7,2234.9773,6.87,1.09,3.920732,0,8.019535359,2270.11402,16.95084948,410.4716988,412.0262425,1896.824666,133.6814265,2047.456942,2.015612711,3.154014394,0,2075.893844,0
Bodega,7/27/2016,Night,1,1,22:48:00,36.5,12.1,4.05,2203.837533,5.39,1.32,16.54268,0,7.670471033,2224.477143,40.16203775,988.1971249,991.9179579,2036.938072,65.52731392,2142.627423,0.988863183,1.545914832,0,2172.386137,0
Bodega,7/27/2016,Night,1,2,22:49:00,36.5,12.4,4.6,2217.226621,3.91,1.05,11.35976,0,7.731569859,2241.53279,34.42828115,855.2164106,858.4236622,2024.824298,75.8577822,2135.110361,1.145383713,1.789579709,0,2164.764672,0
Bodega,7/27/2016,Night,1,3,22:51:00,36.5,12.2,1.71,2243.351557,11.6,1.38,14.22561,0,7.417900555,2273.246308,75.45348827,1862.460956,1869.471338,2144.584844,38.71755291,2258.755885,0.584386114,0.913411665,0,2290.127494,0
Bodega,7/27/2016,Night,1,4,22:55:00,36.5,12.8,4.11,2195.820144,5.03,1.04,12.09146,0,7.680214806,2220.212555,38.32053581,963.9827131,967.5797656,2022.10129,68.36105882,2128.782885,1.032970075,1.612685141,0,2158.349314,0
Bodega,7/27/2016,Night,1,5,22:57:00,36.5,12.6,1.89,2194.375415,3.26,1.18,11.84756,0,7.396657202,2217.342409,76.85078877,1921.110208,1928.304732,2100.577583,36.67874923,2214.107121,0.554022882,0.865285589,0,2244.858609,0
Bodega,7/27/2016,Night,1,6,22:58:00,36.5,12.7,1.78,2199.909466,4.52,1.06,8.79878,0,7.426402961,2227.200279,71.54744569,1794.180518,1800.890137,2099.389012,39.40951639,2210.345974,0.595383433,0.929701986,0,2241.045223,0
Bodega,7/27/2016,Night,1,7,23:00:00,36.5,12.1,0.64,2161.279765,7.86,1.97,21.84756,0,7.412402844,2179.113069,73.80695681,1816.038892,1822.88299,2066.289625,36.69167568,2176.788258,0.553708752,0.865626901,0,2207.021428,0
Bodega,7/27/2016,Night,1,8,23:02:00,36.5,12.5,0.83,2198.614616,2.18,1.12,9.469512,0,7.393987488,2222.895731,77.69994582,1936.217887,1943.478429,2105.60469,36.39950582,2219.704142,0.5497017,0.858703419,0,2250.533366,0
Bodega,7/27/2016,Night,1,9,23:05:00,36.5,12.3,0.92,2186.157436,2.14,1.01,7.762195,0,7.375731356,2211.844481,81.13776284,2009.132116,2016.68607,2097.916039,34.50431285,2213.558115,0.520888029,0.814006623,0,2244.301978,0
Bodega,7/27/2016,Night,1,10,23:07:00,36.5,12.1,2.66,2237.687983,2.97,0.953,5.140244,0,7.526122713,2267.532833,58.1132288,1429.890734,1435.277275,2113.921089,48.77362019,2220.807938,0.736035623,1.150663111,0,2251.652493,0
Bodega,7/27/2016,Night,1,11,23:14:00,36.5,12.3,1.48,2124.540855,2.9,1.25,18.67683,0,7.382804532,2139.319775,77.4973018,1918.987072,1926.201384,2036.689535,34.04734779,2148.234185,0.51398954,0.803226156,0,2178.070771,0
Bodega,7/27/2016,Night,1,12,23:10:00,36.5,12.2,3.61,2200.533723,4.73,1.16,7.152439,0,7.612288574,2229.816718,46.16415761,1139.495908,1143.781616,2052.848237,57.98418151,2156.996576,0.87518833,1.367943576,0,2186.954862,0
Bodega,7/27/2016,Night,1,13,23:11:00,36.5,12.4,4.76,2219.693301,2.04,0.753,4.347561,0,7.747635889,2248.946222,33.11240142,822.5292737,825.6138303,2020.825024,78.56109691,2132.498522,1.186201314,1.853354275,0,2162.116557,0
Bodega,7/27/2016,Night,1,14,23:17:00,36.6,13,3.02,2191.319038,3.22,0.841,6.664634,0,7.594465981,2225.193994,46.96465561,1189.539475,1193.967909,2045.609215,57.33368465,2149.907556,0.866175826,1.351612828,0,2185.739348,0
Bodega,7/27/2016,Night,1,15,22:52:00,36.5,12.4,4.03,2195.071631,4.29,1.08,9.713415,0,7.609267671,2221.154997,46.14168863,1146.183545,1150.483363,2047.68571,57.88604925,2151.713448,0.874026845,1.36560411,0,2181.598357,0
Bodega,7/27/2016,Night,1,Ocean,23:22:00,36.5,11.6,8.58,2274.232527,6.19,0.891,3.79878,0,7.960661327,2309.146896,20.14990463,487.9381174,489.7862,1968.949987,121.1726306,2110.272522,1.827008441,2.858887963,0,2139.581863,0
Bodega,7/27/2016,Night,2,1,23:48:00,36.5,12.2,1.7,2203.260252,5.09,1.29,17.70122,0.6,7.491965207,2222.382629,61.97430627,1529.746714,1535.502643,2089.008638,44.72697798,2195.709923,0.675089795,1.055184028,0.045153175,2226.205894,0
Bodega,7/27/2016,Night,2,2,23:49:00,36.5,12.5,3.42,2165.605275,2.71,0.845,9.347561,0.6,7.576299937,2189.810113,49.21705028,1226.44787,1231.04329,2029.477094,53.38450883,2132.078653,0.806207518,1.259397874,0.032733929,2161.690857,0
Bodega,7/27/2016,Night,2,3,23:50:00,36.3,12.2,0.83,2302.789578,13.6,1.34,14.53049,0.6,7.346591919,2322.392414,92.05198556,2269.58834,2278.134979,2216.944122,33.81289929,2342.809007,0.510931682,0.798769829,0.07476888,2362.332415,0
Bodega,7/27/2016,Night,2,4,23:54:00,36.6,12.8,3.24,2218.461673,3.72,0.848,12.51829,0.6,7.554743191,2247.353239,52.69139811,1326.244266,1331.195054,2084.264486,52.89905404,2189.854938,0.798869715,1.247078508,0.036313229,2226.35252,0
Bodega,7/27/2016,Night,2,5,23:56:00,36.5,12.5,2.09,2183.731795,2.36,1.14,11.54268,0.6,7.336969028,2205.907019,88.45179027,2204.144889,2212.41255,2102.056047,31.86724214,2222.375079,0.481255906,0.751782453,0.071389042,2253.2414,0
Bodega,7/27/2016,Night,2,6,23:57:00,36.6,12.6,1.44,2214.423117,3.2,0.872,6.908537,0.6,7.346069655,2248.446356,87.48799171,2188.2594,2196.456798,2129.926835,33.17521507,2250.590042,0.500814734,0.782104666,0.070497615,2288.099876,0
Bodega,7/28/2016,Night,2,7,0:00:00,36.6,12.1,0.97,2216.077469,6.45,1.56,20.44512,0.6,7.395268395,2240.369721,78.82363958,1940.57946,1947.893912,2122.898936,36.31884592,2238.041422,0.547770601,0.856256974,0.061712658,2275.342112,0
Bodega,7/28/2016,Night,2,8,0:01:00,36.6,12.4,0.91,2217.54476,1.4,0.927,8.25,0.6,7.365171914,2248.482122,84.13407509,2091.121629,2098.974455,2129.90077,34.39814644,2248.432991,0.519083399,0.810948379,0.067094587,2285.906875,0
Bodega,7/28/2016,Night,2,9,0:03:00,36.6,12.4,0.8,2217.322684,1.4,0.795,8.006098,0.6,7.345651477,2248.370112,88.15011653,2190.938869,2199.167441,2133.486502,32.94163367,2254.578253,0.49710397,0.776610579,0.071051331,2292.154557,0
Bodega,7/28/2016,Night,2,10,0:05:00,36.6,12.1,1.64,2201.654743,2.2,0.872,5.384146,0.6,7.430728216,2235.998307,71.93442993,1770.972235,1777.646161,2102.177885,39.02401991,2213.136335,0.588570762,0.920034443,0.054925086,2250.02194,0
Bodega,7/28/2016,Night,2,11,0:11:00,36.6,12.2,1.21,2125.308174,2.88,1.34,19.40854,0.6,7.302783422,2145.288294,94.02027397,2322.075462,2330.820257,2051.547974,28.47672425,2174.044972,0.429570374,0.67136242,0.076735271,2210.279055,0
Bodega,7/28/2016,Night,2,12,0:07:00,36.6,12.3,2.76,2210.530298,3.67,1.05,7.27439,0.6,7.478911135,2244.775506,63.95876408,1584.646345,1590.601539,2098.738377,43.87167141,2206.568813,0.661922197,1.034300037,0.047167423,2243.34496,0
Bodega,7/28/2016,Night,2,13,0:09:00,36.5,12.4,3.4,2218.581302,1.88,0.801,5.140244,0.6,7.602194007,2246.901531,47.46616032,1179.084111,1183.507513,2072.431827,57.63910115,2177.537089,0.870298152,1.359778297,0.030959254,2207.780659,0
Bodega,7/28/2016,Night,2,14,0:13:00,36.6,13,2.6,2210.014181,2.54,0.797,8.006098,0.6,7.49270587,2242.100835,60.71820438,1537.894828,1543.622321,2092.234398,46.39139252,2199.343995,0.700863776,1.093653785,0.044318281,2235.999728,0
Bodega,7/27/2016,Night,2,15,11:52:00,36.6,12.5,2.6,2186.415373,3.07,0.95,8.79878,0.6,7.475224568,2217.997203,63.48598533,1582.91619,1588.849598,2075.794974,43.36117104,2182.64213,0.654460283,1.022246018,0.046800971,2219.019499,0
Bodega,7/28/2016,Night,2,Ocean,12:15:00,36.4,11.7,8.47,2241.606134,5.18,0.971,4.652439,0.6,7.94074176,2268.028081,20.86939258,506.6942151,508.6109025,1951.274081,114.8947253,2087.038199,1.733615037,2.712526462,0.004390817,2110.227513,0
Bodega,7/28/2016,Night,3,1,12:48:00,36.6,12.7,1.32,2238.909931,4.63,1.37,17.29762,1.4,7.421101309,2264.739183,73.69169509,1848.999588,1855.914628,2137.612932,39.72797414,2251.032601,0.599848655,0.936579621,0.310083898,2288.549811,0
Bodega,7/28/2016,Night,3,2,12:49:00,36.5,12.5,2.09,2213.06825,2.79,0.96,9.440476,1.4,7.46785264,2238.035799,65.4790766,1631.684012,1637.800549,2103.409454,43.10301224,2211.991543,0.650937384,1.016846332,0.265447557,2242.713648,0
Bodega,7/28/2016,Night,3,3,12:50:00,36.6,12.3,0.94,2322.313372,13.4,1.26,12.59524,1.4,7.307199882,2363.117768,101.4699562,2514.025992,2523.483484,2242.252213,31.56451239,2375.286681,0.476235592,0.744151643,0.458013385,2414.874793,0
Bodega,7/28/2016,Night,3,4,12:53:00,36.6,12.8,2.58,2220.895798,4.89,1,12.89286,1.4,7.448062957,2250.791154,68.32867383,1719.835023,1726.257842,2114.150323,41.97113436,2224.450132,0.63383871,0.989456249,0.281582552,2261.5243,0
Bodega,7/28/2016,Night,3,5,12:55:00,36.6,12.7,1.62,2178.668209,1.78,1.13,9.738095,1.4,7.327704135,2208.037449,89.68045772,2250.173905,2258.593,2098.027442,31.44715363,2219.155053,0.474817385,0.741360813,0.395847223,2256.140971,0
Bodega,7/28/2016,Night,3,6,12:56:00,36.5,12.7,1.1,2217.997743,3.03,0.908,6.880952,1.4,7.31851367,2245.819441,93.42191041,2342.721952,2351.488209,2138.248811,31.30957224,2262.980294,0.473012671,0.73861783,0.415867998,2294.410576,0
Bodega,7/28/2016,Night,3,7,12:58:00,36.5,12.1,1.06,2255.164072,7.76,2.07,24.2619,1.4,7.389864442,2271.853452,81.32202869,2000.949141,2008.491639,2161.542099,36.44195333,2279.306081,0.549940228,0.859735472,0.349343394,2310.96311,0
Bodega,7/28/2016,Night,3,8,1:00:00,36.5,12.5,0.92,2218.770791,1.59,0.974,9.738095,1.4,7.337325511,2242.313317,89.81287723,2238.062041,2246.457237,2136.15497,32.41077583,2258.378623,0.489464298,0.764604996,0.395974588,2289.744993,0
Bodega,7/28/2016,Night,3,9,1:03:00,36.6,12.2,0.84,2218.360413,2.02,1.02,8.071429,1.4,7.316696708,2250.217801,94.98282397,2345.848141,2354.682691,2140.023433,30.67186388,2265.678121,0.462683977,0.72311466,0.422944151,2303.439423,0
Bodega,7/28/2016,Night,3,10,1:05:00,36.6,12.1,1.27,2275.462394,2.49,1.06,4.738095,1.4,7.363692782,2312.178871,87.33224804,2150.05508,2158.160951,2187.116224,34.79356822,2309.24204,0.524765952,0.820296865,0.381632416,2347.729408,0
Bodega,7/28/2016,Night,3,11,1:11:00,36.5,12.2,1.05,2125.944197,2.23,1.28,18.72619,1.4,7.272487754,2140.043674,101.1606899,2497.006297,2506.411672,2057.135468,26.57141972,2184.867577,0.401057596,0.62686412,0.456033735,2215.21296,0
Bodega,7/28/2016,Night,3,12,1:07:00,36.6,12.3,1.65,2211.207926,4.86,1.26,7,1.4,7.397435631,2247.166725,77.84214554,1928.621874,1935.872484,2117.3738,36.69001651,2231.905962,0.553567611,0.864988368,0.331271781,2269.104394,0
Bodega,7/28/2016,Night,3,13,1:09:00,36.6,12.4,2.7,2216.262889,1.91,0.82,4.97619,1.4,7.502518031,2250.916977,60.40962165,1501.459026,1507.093833,2098.165196,46.49020556,2205.065023,0.701557973,1.096022917,0.238033803,2241.816107,0
Bodega,7/28/2016,Night,3,14,1:14:00,36.6,13.2,1.43,2206.045495,2.89,0.894,7.178571,1.4,7.418349998,2239.361773,72.15271452,1838.970707,1845.804215,2105.213636,39.6399893,2217.00634,0.599102793,0.934489346,0.303143963,2253.956446,0
Bodega,7/28/2016,Night,3,15,12:51:00,36.6,12.6,1.7,2190.394176,2.91,0.969,9.916667,1.4,7.384537228,2220.762451,78.91516037,1973.834787,1981.227192,2099.153777,35.72406656,2213.793004,0.539292326,0.842193761,0.337835662,2250.689554,0
Bodega,7/28/2016,Night,3,Ocean,12:17:00,36.6,11.6,8.32,2247.478108,5.88,0.869,4.083333,1.4,7.920297168,2287.646172,22.08540399,535.1122392,537.1391003,1967.959997,110.6070416,2100.652443,1.66676468,2.607875986,0.030247071,2135.663317,0
Bodega,7/28/2016,Night,4,1,1:48:00,36.6,12,0.95,2280.585596,4.8,1.49,23.72619,0,7.423272191,2300.868563,76.06698517,1866.761689,1873.806399,2179.709371,39.61993022,2295.396286,0.597452846,0.93409558,0,2333.652891,0
Bodega,7/28/2016,Night,4,2,1:49:00,36.6,12.5,1.51,2180.201816,2.68,0.982,9.797619,0,7.417705123,2210.300634,72.72086097,1813.172271,1819.970491,2082.793234,38.11037824,2193.624473,0.575208841,0.898457802,0,2230.184881,0
Bodega,7/28/2016,Night,4,3,1:50:00,36.6,12.3,0.97,2372.891324,12.3,1.28,12.11905,0,7.286800768,2413.924812,108.8515332,2696.912404,2707.059927,2294.998595,30.82463431,2434.674763,0.46507254,0.726708589,0,2475.252675,0
Bodega,7/28/2016,Night,4,4,1:53:00,36.5,12.8,2.26,2229.332896,4.47,1.04,13.66667,0,7.381984694,2252.025896,80.4690975,2024.262378,2031.824628,2136.831866,36.35349027,2253.654454,0.549319572,0.857604236,0,2284.95521,0
Bodega,7/28/2016,Night,4,5,1:55:00,36.6,12.3,1.6,2230.679141,2.05,1.16,8.369048,0,7.263912659,2262.612095,108.0055164,2675.951439,2686.019862,2160.258398,27.52536596,2295.78928,0.415294201,0.648926429,0,2334.052435,0
Bodega,7/28/2016,Night,4,6,1:56:00,36.4,12.5,1.16,2234.627017,2.69,0.895,5.511905,0,7.277571642,2257.507891,104.3852488,2599.717141,2609.47281,2162.039957,28.5235421,2294.948747,0.431004722,0.673354137,0,2320.448178,0
Bodega,7/28/2016,Night,4,7,1:58:00,36.6,12,0.92,2287.892919,6.68,1.95,25.33333,0,7.358691578,2309.042749,89.06831576,2185.827652,2194.079323,2199.6066,34.45716288,2323.132079,0.51960036,0.812376079,0,2361.850947,0
Bodega,7/28/2016,Night,4,8,2:00:00,36.5,12.4,1.02,2269.48252,1.37,0.875,8.488095,0,7.295044947,2294.673306,101.8905156,2531.013403,2540.522748,2193.213201,30.07244486,2325.176162,0.454066644,0.709446488,0,2357.470275,0
Bodega,7/28/2016,Night,4,9,2:01:00,36.6,12.1,0.83,2236.312888,1.98,0.858,8.369048,0,7.284702834,2267.961538,103.609567,2550.790582,2560.411477,2163.252098,28.69090803,2295.552573,0.43272399,0.676419899,0,2333.811782,0
Bodega,7/28/2016,Night,4,10,2:03:00,36.5,12,0.79,2323.843246,1.78,0.917,4.380952,0,7.348065333,2354.411507,92.92168423,2279.095431,2287.700074,2237.686357,34.13081453,2364.738856,0.514971518,0.805220536,0,2397.582451,0
Bodega,7/28/2016,Night,4,11,2:10:00,36.6,12.2,0.96,2153.192816,2.19,1.28,21.46429,0,7.224289582,2170.785168,114.7867209,2834.956937,2845.63921,2090.537556,24.21990786,2229.544185,0.36535645,0.571004439,0,2266.703255,0
Bodega,7/28/2016,Night,4,12,2:06:00,36.5,12.3,1.36,2240.919846,3.03,0.958,7,0,7.348937529,2268.9899,88.69548996,2196.276446,2204.535722,2156.119285,33.33989565,2278.15467,0.503309618,0.786536337,0,2309.795707,0
Bodega,7/28/2016,Night,4,13,2:08:00,36.6,12.4,2.1,2209.204264,1.07,0.669,5.154762,0,7.426114322,2242.551644,72.42185765,1800.018753,1806.776236,2109.597072,39.20284563,2221.221775,0.591588456,0.924220849,0,2258.242138,0
Bodega,7/28/2016,Night,4,14,2:13:00,36.6,13.1,1.29,2212.84977,1.75,0.735,5.630952,0,7.365271137,2246.532215,82.43352607,2094.449966,2102.244988,2123.320235,35.24449639,2240.998258,0.532565326,0.830869317,0,2278.348229,0
Bodega,7/28/2016,Night,4,15,1:51:00,36.6,12.5,1.47,2181.254924,2.7,0.931,7.952381,0,7.330469112,2213.215769,89.667484,2235.707793,2244.094137,2100.806822,31.44468215,2221.918988,0.474601933,0.741313031,0,2258.950972,0
Bodega,7/28/2016,Night,4,Ocean,2:15:00,36.6,11.6,8.32,2247.478108,6.2,0.934,3.547619,0,7.915995693,2288.582231,22.33183951,541.0831811,543.1326719,1970.307186,109.6475611,2102.286587,1.652306033,2.585253501,0,2137.324697,0
Bodega,7/28/2016,Night,5,1,2:46:00,36.6,12.1,1.14,2298.904801,4.29,1.46,17.05952,0,7.39651543,2325.721869,81.55658341,2007.862507,2015.431121,2202.81941,37.79450401,2322.170498,0.570026873,0.891047246,0,2360.873339,0
Bodega,7/28/2016,Night,5,2,2:47:00,36.6,12.4,1.7,2234.072302,2.03,0.863,9.083333,0,7.383125495,2265.013335,81.20184643,2018.242159,2025.820693,2142.431435,36.06086866,2259.69415,0.54417462,0.850147639,0,2297.35572,0
Bodega,7/28/2016,Night,5,3,2:50:00,36.6,12.3,0.99,2429.800072,19,1.46,12.83333,0,7.279106355,2478.050521,113.5290357,2812.8025,2823.38742,2351.583532,31.02998078,2496.142549,0.468170744,0.731549751,0,2537.744924,0
Bodega,7/28/2016,Night,5,4,2:54:00,36.5,12.7,2.04,2246.85085,3.75,0.98,13.19048,0,7.344777157,2269.479125,88.89276714,2229.145562,2237.485785,2161.421202,33.62186414,2283.935834,0.507945865,0.793166644,0,2315.657165,0
Bodega,7/28/2016,Night,5,5,2:57:00,36.5,12.5,1.53,2244.136794,1.7,1.26,7.535714,0,7.257947113,2270.666094,109.728867,2734.351907,2744.61432,2173.88539,27.47355867,2311.087816,0.414902938,0.648130743,0,2343.186258,0
Bodega,7/28/2016,Night,5,6,3:00:00,36.5,12.5,1.02,2258.075159,2.18,0.865,5.095238,0,7.285216026,2287.3586,103.5059939,2579.283095,2588.961867,2183.484742,29.38308206,2316.373818,0.443740369,0.69317845,0,2348.545677,0
Bodega,7/28/2016,Night,5,7,3:02:00,36.6,12,0.79,2381.206662,4.1,1.98,27.71429,0,7.371065853,2398.898578,90.02821524,2209.384568,2217.725384,2287.571567,36.87087691,2414.470659,0.555998211,0.869282782,0,2454.711836,0
Bodega,7/28/2016,Night,5,8,3:04:00,36.5,12.3,1.01,2281.204302,1.45,1.23,9.261905,0,7.295049509,2306.214374,102.6689608,2542.287331,2551.851435,2204.562385,30.1110448,2337.34239,0.454565864,0.710363078,0,2369.805479,0
Bodega,7/28/2016,Night,5,9,3:07:00,36.6,12.2,0.57,2261.946043,1.55,0.866,9.916667,0,7.272865012,2292.019465,107.516477,2655.399335,2665.403058,2189.862165,28.37309573,2325.751738,0.428007141,0.668919292,0,2364.514267,0
Bodega,7/28/2016,Night,5,10,3:09:00,36.5,11.9,1.06,2381.862382,1.77,1.08,4.321429,0,7.315847542,2413.451938,103.1258582,2521.321355,2530.855303,2300.147765,32.4483924,2435.722015,0.489500701,0.765538103,0,2469.551488,0
Bodega,7/28/2016,Night,5,11,3:26:00,36.6,12.1,1.03,2180.290288,2.34,1.4,19.79762,0,7.207464307,2200.303212,121.2691522,2985.556453,2996.822526,2119.430054,23.52977209,2264.228979,0.35488235,0.554740409,0,2301.966128,0
Bodega,7/28/2016,Night,5,12,3:13:00,36.6,12.2,0.9,2256.837828,3.93,1.15,7,0,7.31175037,2292.499791,97.7831468,2415.009404,2424.105108,2178.166741,30.8650101,2306.814898,0.465597581,0.727668242,0,2345.261813,0
Bodega,7/28/2016,Night,5,13,3:16:00,36.5,12.3,1.3,2231.089918,0.926,0.728,2.416667,0,7.368300175,2261.304018,84.31695464,2087.855218,2095.705833,2143.13143,34.64997326,2262.098358,0.523086965,0.817442962,0,2293.51639,0
Bodega,7/28/2016,Night,5,14,3:23:00,36.6,13.1,1.24,2222.163627,1.88,0.867,3.190476,0,7.32223793,2258.74882,91.74909041,2331.137444,2339.815618,2140.327254,32.17531336,2264.251658,0.486188143,0.758515041,0,2301.989186,0
Bodega,7/28/2016,Night,5,15,2:52:00,36.6,12.5,1.12,2199.66843,3.51,1.05,4.678571,0,7.305230358,2236.209023,96.03452718,2394.459299,2403.442698,2122.950091,29.98210503,2248.966723,0.452526915,0.706832559,0,2286.449502,0
Bodega,7/28/2016,Night,5,Ocean,3:26:00,36.6,11.8,8.03,2248.460897,6.38,0.777,8.369048,0,7.871257,2284.702996,24.92408482,607.7712376,610.0675644,1993.664575,100.8711149,2119.459775,1.520567919,2.378246252,0,2154.784105,0
BobCreek,8/8/2016,Day,0,1,7:44:00,36.4,12.2,2.71,2161.443819,1.62,1.38,1.46,0,7.607705086,2187.016972,45.88169804,1131.879972,1136.137,2017.400997,56.25982382,2119.542519,0.849641525,1.328151958,0,2143.092991,65.20733419
BobCreek,8/8/2016,Day,0,2,7:46:00,36.4,10.3,6.93,2107.983267,5.78,0.84,5.88,0,7.553751952,2132.153525,53.767772,1247.518918,1252.328067,1990.73497,45.52061588,2090.023358,0.685326386,1.075002097,0,2113.24584,11.71385439
BobCreek,8/8/2016,Day,0,3,7:47:00,36.5,9.8,6.31,2088.562751,12.2,1.36,13.58,0,7.50499369,2117.550289,60.71052115,1386.384155,1391.764249,1984.92802,39.86638751,2085.504929,0.599459787,0.941013828,0,2114.470275,12.06809175
BobCreek,8/8/2016,Day,0,4,7:48:00,36.4,9.7,5.46,2084.523428,13.6,1.34,16.27,0,7.472992018,2106.340022,65.68977712,1494.268825,1500.075807,1988.573422,36.87475223,2091.137951,0.554698365,0.870985416,0,2114.372817,14.03756949
BobCreek,8/8/2016,Day,0,5,7:50:00,36.5,10,1.54,2047.922395,7.78,1.33,18.58,0,7.264221767,2066.764234,105.2673573,2419.818083,2429.194737,1987.173524,23.10698952,2115.547871,0.347547614,0.545385698,0,2144.93048,11.3981577
BobCreek,8/8/2016,Day,0,6,7:54:00,36.4,9.6,2.66,2129.735414,12.1,1.37,28.32,0,7.280141713,2138.384141,106.670643,2418.437574,2427.857696,2065.935955,24.4761615,2197.08276,0.368140677,0.578149309,0,2221.49479,8.476378242
BobCreek,8/8/2016,Day,0,7,7:56:00,36.5,9.9,4.62,2140.198244,8.19,1.42,14.15,0,7.305515912,2165.320164,100.0398164,2292.072912,2300.964869,2071.540868,26.38681328,2197.967497,0.39682459,0.622818465,0,2228.494824,12.81600559
BobCreek,8/8/2016,Day,0,8,7:58:00,36.6,10,7.93,2167.890594,4.73,0.979,4.6,0,7.582930869,2205.149587,51.86108029,1192.835252,1197.451262,2040.826673,49.54315018,2142.230903,0.744763616,1.168594666,0,2177.934752,12.38010132
BobCreek,8/8/2016,Day,0,9,8:02:00,36.6,11.2,2.51,2358.13716,1.12,1.08,6.01,0,7.336717926,2393.565946,98.86167325,2364.698243,2373.719489,2275.159872,32.84073072,2406.862276,0.494560738,0.774373654,0,2446.976647,16.14453753
BobCreek,8/8/2016,Day,0,10,8:07:00,36.6,10.2,4.43,1979.659746,7.38,1.27,11.91,0,7.24968727,2009.339742,104.6568783,2423.069983,2432.434935,1921.825519,21.83041468,2048.312812,0.328259238,0.514889705,0,2082.451359,11.55647757
BobCreek,8/8/2016,Day,0,11,8:09:00,36.3,10.3,4.57,1970.867046,7.89,1.45,9.86,0,7.295986792,1986.766605,93.31965186,2163.95732,2172.307633,1907.134657,24.0350802,2024.489389,0.362049463,0.567971511,0,2041.360134,21.38687251
BobCreek,8/8/2016,Day,0,12,8:13:00,36.5,10.8,2.96,2115.343116,3.71,1.36,11.33,0,7.247126075,2138.375937,110.8702166,2616.274069,2626.309558,2053.593495,23.68991434,2188.153626,0.356729982,0.559018353,0,2218.544648,13.68234674
BobCreek,8/8/2016,Day,0,13,8:15:00,36.5,10.4,3,2111.206074,5.24,1.03,10.76,0,7.26303716,2135.97602,107.7085182,2508.697538,2518.369222,2048.56615,24.13225964,2180.406928,0.363173956,0.569516114,0,2210.690358,14.2621302
